CV_CCT|CV_TURNO|TURNO|NOMBRECT|C_NOM_ENT|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|TIPO|NIVEL|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|PERIODO|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|E19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|E63|V64|V65|V66|V67|V68|V69|E70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|E94|E95|E96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|V133|V134|V135|V136|V137|V138|V139|V140|V141|V142|V143|V144|V145|V146|V147|V148|FECHA_ENTREGA|
32DPR1655T|1|MATUTINO|VICENTE GUERRERO|ZACATECAS|010|FRESNILLO|0249|URITE|CALLE URITE|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0136Z|32FJS0004O|32ADG0025Q|0|I2017|1|0|1|0|1|0|1|0|7|0|1|0|0|0|0|1|0|0||8|6|0|1|7|6|0|1|7|6|0|0|0|0|6|6|6|0|0|6|0|0|6|6|0|6|0|6|0|6|0|0|6|6|6|0|0|0|0|1|0|0|0||1|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|B|B|B|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|10/11/2017 0:00:00|
32DPR1656S|1|MATUTINO|EMILIANO ZAPATA|ZACATECAS|014|GENERAL FRANCISCO R. MURGUÍA|0050|SANTA ROSA|CALLE SANTA ROSA|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0015O|32FJS0008K|32ADG0005C|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|A|A|A|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|17/11/2017 0:00:00|
32DPR1657R|1|MATUTINO|BENITO JUAREZ|ZACATECAS|049|VALPARAÍSO|0001|VALPARAÍSO|CALLE TRANSITO|113|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0112Q|32FJS0009J|32ADG0026P|0|I2017|0|1|0|0|0|0|1|0|32|2|0|0|0|0|0|0|0|0||34|16|13|3|32|16|5|3|24|16|0|0|0|0|16|16|16|0|0|16|16|0|0|16|0|0|16|16|0|16|0|0|16|16|16|0|0|1|0|0|0|0|0||0|0|1|0|0|0||0|1|0|0|1|0|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|B|B|B|0|0|0|0|0|0|1|0|0|0|12|0|0|0|4|16|0|0|0|0|0|0|2|2|0|0|0|0|0|0|0|0|0|0|12|0|0|0|6|18|0|1|0|0|0|0|0|0|0|0|0|0|23/10/2017 0:00:00|
32DPR1658Q|1|MATUTINO|OLIMPIADA 1968|ZACATECAS|005|CALERA|0001|VÍCTOR ROSALES|CALLE HIDALGO|501|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0002K|32FJS0013W|32ADG0010O|0|I2017|1|0|1|0|1|0|1|0|27|4|0|0|0|0|0|0|0|0||31|24|0|3|27|24|0|0|24|24|0|0|0|24|0|24|24|0|0|24|0|0|24|24|0|0|24|24|0|24|0|0|24|0|24|0|0|0|0|0|1|0|0||0|0|1|0|0|0||0|1|0|0|1|0|0|1|1|0|1|0|0|0|0|1|0|0|0|1|0|1|24|b|b|b|0|0|0|0|0|0|1|0|0|0|14|0|0|1|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|0|0|1|0|15|0|1|0|0|0|0|0|0|0|0|0|0|24/10/2017 0:00:00|
32DPR1661D|1|MATUTINO|INDEPENDENCIA|ZACATECAS|056|ZACATECAS|0038|EL MAGUEY|CALLE JOSE LOPEZ PORTILLO|115|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0099M|32FJS0013W|32ADG0010O|0|I2017|0|1|0|0|0|0|1|0|5|0|0|0|0|0|0|0|0|0||5|5|0|0|5|5|0|0|5|5|0|0|5|0|0|5|5|0|0|5|0|5|0|5|0|3|2|5|0|0|5|0|5|5|5|0|0|0|0|1|0|0|0||0|1|0|0|0|0||1|0|1|0|1|0|1|1|0|1|0|1|0|0|1|0|1|0|0|1|0|5|5|A|D|A|0|0|1|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|30/10/2017 0:00:00|
32DPR1664A|2|VESPERTINO|FRANCISCO GOITIA|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE CABALLITOS|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0124V|32FJS0004O|32ADG0025Q|0|I2017|0|1|0|0|0|0|1|0|2|0|0|0|0|0|0|0|0|0||2|0|1|1|2|0|1|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|b|c|c|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|03/11/2017 0:00:00|
32DPR1668X|1|MATUTINO|FORD 126|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|AVENIDA TOMA DE ZACATECAS|102|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0007F|32FJS0014V|32ADG0025Q|0|I2017|0|1|0|0|0|0|1|0|10|0|0|0|0|0|0|0|0|0||10|3|0|7|10|0|0|0|0|3|0|0|0|3|0|3|3|0|0|3|0|3|0|3|0|0|3|3|0|0|0|3|3|3|3|0|0|1|0|0|0|0|0||0|1|0|0|0|0||0|1|0|0|1|0|1|1|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|D|D|D|0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|20/12/2017 0:00:00|
32DPR1669W|1|MATUTINO|PANFILO NATERA|ZACATECAS|016|GENERAL PÁNFILO NATERA|0001|GENERAL PÁNFILO NATERA|CALLE ALLENDE|3|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0016N|32FJS0015U|32ADG0019F|0|I2017|0|1|0|0|0|0|1|0|23|8|6|0|6|0|0|0|0|0||37|9|12|2|23|9|12|2|23|9|0|0|9|0|0|9|9|0|0|9|0|9|0|9|0|0|9|9|0|9|0|0|9|9|9|0|0|0|0|0|1|0|0||0|0|0|1|0|0||0|1|0|0|1|0|0|1|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|b|b|b|0|0|0|0|0|0|1|0|1|1|9|1|0|2|2|16|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|0|1|1|9|1|0|2|6|20|1|0|26|10|0|0|36|10|10|0|0|20|19/10/2017 0:00:00|
32DPR1670L|2|VESPERTINO|RAUL GONZALEZ FERNIZA|ZACATECAS|050|VETAGRANDE|0011|SAUCEDA DE LA BORDA|CALLE PLAZUELA ZACATECAS|10|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0017M|32FJS0010Z|32ADG0019F|0|I2017|0|1|0|0|0|0|1|0|4|0|21|0|0|0|0|0|21|0||25|0|0|4|4|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|1|0|1|1|1|1|0|1|0|0|0|1|0|0|0|0|1|0|0|B|B|B|0|0|0|0|0|0|1|0|15|3|4|7|0|0|0|29|4|3|4|3|0|0|0|14|0|0|0|0|0|0|0|0|19|6|8|10|0|0|0|43|1|0|42|0|0|0|42|8|0|0|0|8|30/10/2017 0:00:00|
32DPR1671K|1|MATUTINO|ANTONIO GUZMAN AGUILERA|ZACATECAS|029|MIGUEL AUZA|0001|MIGUEL AUZA|PROLONGACIÓN CONSTITUCION|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0033D|32FJS0008K|32ADG0005C|0|I2017|0|1|0|0|0|0|1|0|22|2|0|0|0|0|0|0|0|0||24|21|0|1|22|0|0|1|1|21|0|0|21|0|0|21|21|0|0|21|21|0|0|21|0|0|21|21|0|0|21|0|21|21|0|21|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|1|0|0|0|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|b|a|b|0|0|0|0|0|0|1|0|0|0|4|0|0|0|0|4|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|4|0|0|0|0|5|1|0|30|0|0|0|30|0|0|0|0|0|24/10/2017 0:00:00|
32DPR1672J|1|MATUTINO|MIGUEL HIDALGO|ZACATECAS|038|PINOS|0381|LA CARBONERA|CALLE LA CARBONERA|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0044J|32FJS0011Y|32ADG0007A|0|I2017|0|1|0|0|0|0|1|0|10|0|0|0|0|0|0|0|0|0||10|10|0|0|10|0|0|0|0|10|0|0|0|10|0|10|0|10|0|10|0|10|0|10|0|10|0|10|0|10|0|0|10|0|0|10|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|a|a|a|0|0|0|0|0|0|1|0|0|1|1|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|2|0|1|0|0|0|0|0|0|0|0|0|0|29/10/2017 0:00:00|
32DPR1673I|1|MATUTINO|JOSE MARIA MORELOS|ZACATECAS|041|EL SALVADOR|0006|OJO DE AGUA (OJO DE AGUA DEL CAPULÍN)|CALLE OJO DE AGUA DEL CAPULIN|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0004I|32FJS0006M|32ADG0006B|0|I2017|0|1|0|0|0|0|1|0|4|0|0|0|0|0|0|0|0|0||4|3|1|0|4|0|0|0|0|3|0|0|3|0|0|3|3|0|0|3|0|3|0|3|0|0|3|3|0|0|3|0|3|0|0|3|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|B|B|B|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|2|0|1|0|0|0|0|0|0|0|0|0|0|31/10/2017 0:00:00|
32DPR1674H|1|MATUTINO|NIÑOS HEROES|ZACATECAS|038|PINOS|0098|LA MAZAMORRA|CALLE LA MAZMORRA|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0044J|32FJS0011Y|32ADG0007A|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|a|a|A|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|26/10/2017 0:00:00|
32DPR1675G|1|MATUTINO|FRANCISCO R MURGUIA|ZACATECAS|026|MAZAPIL|0224|EL VERGEL|CALLE EL VERGEL|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0130F|32FJS0006M|32ADG0006B|0|I2017|0|1|0|0|0|0|1|0|2|2|2|0|2|0|0|0|0|0||6|2|0|0|2|0|0|0|0|2|0|0|1|1|0|2|2|0|0|2|2|0|0|2|0|2|0|2|0|0|0|2|2|2|0|2|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|b|b|b|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|09/11/2017 0:00:00|
32DPR1678D|1|MATUTINO|FRANCISCO BERUMEN VARELA|ZACATECAS|026|MAZAPIL|0250|FRANCISCO VILLA UNO|CALLE FRANCISCO VILLA|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0076B|32FJS0006M|32ADG0006B|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|A|A|A|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|26/10/2017 0:00:00|
32DPR1680S|1|MATUTINO|GUADALUPE VICTORIA|ZACATECAS|038|PINOS|0099|LAS MEZCLITAS (LA MEZCLITA)|CALLE LAS MEZCLITAS|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0043K|32FJS0011Y|32ADG0007A|0|I2017|1|0|1|0|1|0|1|0|1|0|0|0|0|0|0|0|0|0||1|1|0|0|1|0|0|0|0|1|0|0|1|0|0|1|0|1|0|1|1|0|0|1|0|0|1|1|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|a|a|a|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|24/10/2017 0:00:00|
32DPR1682Q|1|MATUTINO|SIMON BOLIVAR|ZACATECAS|005|CALERA|0003|LAS AURAS|CALLE LAS AURAS|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0002K|32FJS0013W|32ADG0010O|0|I2017|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|a|a|a|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|01/11/2017 0:00:00|
32DPR1684O|1|MATUTINO|GENARO CODINA|ZACATECAS|026|MAZAPIL|0055|PALMAS GRANDES|CALLE PALMAS GRANDES|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0131E|32FJS0006M|32ADG0006B|0|I2017|0|1|0|0|0|0|1|0|3|0|0|0|0|0|0|0|0|0||3|3|0|0|3|0|0|0|0|3|0|0|3|0|0|3|3|0|0|3|3|0|0|3|0|0|3|3|0|3|0|0|3|3|0|3|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|a|a|a|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|31/10/2017 0:00:00|
32DPR1689J|1|MATUTINO|EMILIANO ZAPATA|ZACATECAS|038|PINOS|0144|LA PURÍSIMA (LA PURÍSIMA SUR)|CALLE PURISIMA DE ABAJO|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0135A|32FJS0011Y|32ADG0007A|0|I2017|1|0|1|0|1|0|1|0|3|0|0|0|0|0|0|0|0|0||3|3|0|0|3|0|0|0|0|3|0|0|1|0|2|3|3|0|0|3|0|1|2|3|0|1|2|3|0|2|1|0|3|3|0|3|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|B|B|B|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|1|0|0|0|1|2|0|0|0|0|0|0|0|0|0|0|2|0|0|0|1|3|0|1|0|0|0|0|0|0|0|0|0|0|30/10/2017 0:00:00|
32DPR1690Z|1|MATUTINO|J TRINIDAD GARCIA DE LA CADENA|ZACATECAS|048|TLALTENANGO DE SÁNCHEZ ROMÁN|0056|SANTO NIÑO (LA SAUCEDA)|CALLE SANTO NIÑO ( LA SAUCEDA)|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0086I|32FJS0012X|32ADG0004D|0|I2017|1|0|1|0|1|0|1|0|16|2|0|0|0|0|0|0|0|0||18|16|0|0|16|0|0|0|0|16|0|0|0|0|16|16|16|0|0|16|0|0|16|16|0|0|16|16|0|0|16|0|16|14|0|16|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|b|b|b|0|0|0|0|0|0|1|0|0|0|0|1|0|1|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|3|0|1|0|0|0|0|0|0|0|0|0|0|15/11/2017 0:00:00|
32DPR1693W|2|VESPERTINO|JOSEFA ORTIZ DE DOMINGUEZ|ZACATECAS|051|VILLA DE COS|0024|CHUPADEROS|CALLE CHUPADEROS|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0062Z|32FJS0013W|32ADG0010O|0|I2017|0|1|0|0|0|0|1|0|1|0|9|0|0|0|0|9|0|0||10|0|0|1|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|1|0|1|1|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|b|b|b|0|0|0|0|0|0|1|0|2|1|1|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|0|0|0|0|4|0|1|0|0|0|0|0|0|0|0|0|0|24/10/2017 0:00:00|
32DPR1695U|1|MATUTINO|FELIPE CARRILLO PUERTO|ZACATECAS|001|APOZOL|0001|APOZOL|CALZADA RAFAEL RAMIREZ|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0080O|32FJS0003P|32ADG0003E|0|I2017|0|1|0|0|0|0|1|0|26|3|0|0|0|0|0|0|0|0||29|18|6|2|26|18|6|2|26|18|0|0|18|0|0|18|18|0|0|18|18|0|0|18|0|0|18|18|0|18|0|0|18|18|18|0|0|0|0|0|1|0|0||1|0|0|0|0|0||0|1|0|0|1|0|0|1|1|0|1|0|0|0|0|1|0|0|0|0|1|0|0|B|B|B|0|0|0|0|0|0|1|0|0|1|6|0|0|0|0|7|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|1|0|1|7|0|0|0|1|9|0|1|0|0|0|0|0|0|0|0|0|0|20/10/2017 0:00:00|
32DPR1696T|1|MATUTINO|LAURO G CALOCA|ZACATECAS|038|PINOS|0051|EL CHIQUIHUITILLO|CALLE EL CHIQUIHUITILLO|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0120Z|32FJS0011Y|32ADG0007A|0|I2017|0|1|0|0|0|0|1|0|4|0|1|0|0|0|0|1|0|0||5|4|0|0|4|4|0|0|4|4|0|0|0|4|0|4|4|0|0|4|4|0|0|4|0|4|0|4|0|4|0|0|4|4|4|0|0|0|1|0|0|0|0||0|1|0|0|0|0||1|0|1|0|1|0|0|1|1|0|1|0|0|0|0|1|0|0|0|1|0|1|4|a|a|b|0|0|0|0|0|0|1|0|0|0|2|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|2|0|1|0|0|0|0|0|0|0|0|0|0|30/10/2017 0:00:00|
32DPR1697S|1|MATUTINO|5 DE MAYO|ZACATECAS|028|MEZQUITAL DEL ORO|0069|EL TANQUE|CALLE EL TANQUE|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0078Z|32FJS0003P|32ADG0003E|0|I2017|1|0|1|1|1|0|1|0|11|0|0|0|0|0|0|0|0|0||11|11|0|0|11|0|0|0|0|10|1|0|5|5|1|11|11|0|0|11|5|0|6|11|0|0|11|11|0|0|5|6|11|0|0|11|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|A|A|A|0|0|0|0|0|0|1|0|1|1|1|1|0|0|1|5|0|1|0|1|0|0|1|3|1|0|0|0|0|0|0|1|2|2|1|2|0|0|2|9|0|1|0|0|0|0|0|0|0|0|0|0|08/11/2017 0:00:00|
32DPR1700P|1|MATUTINO|RAMON LOPEZ VELARDE|ZACATECAS|040|SAIN ALTO|0001|SAIN ALTO|CALLE LOCALIDAD BARRIO NUEVO (CONURBADA)|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0048F|32FJS0005N|32ADG0020V|0|I2017|0|1|0|0|0|0|1|0|16|0|1|0|0|0|0|1|0|0||17|15|0|1|16|0|0|0|0|15|0|0|0|15|0|15|15|0|0|15|0|0|15|15|0|15|0|15|0|15|0|0|15|15|0|15|0|0|0|0|0|0|0||0|0|0|0|0|0||1|0|1|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|b|b|b|0|0|0|0|0|0|1|0|0|0|2|0|0|0|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|1|3|0|1|0|0|0|0|0|0|0|0|0|0|24/10/2017 0:00:00|
32DPR1701O|1|MATUTINO|SALVADOR VARELA R|ZACATECAS|051|VILLA DE COS|0005|ALLENDE (SAN EUSEBIO)|CALLE IGNACIO ALLENDE O SAN EUSEBIO|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0073E|32FJS0013W|32ADG0010O|0|I2017|1|0|1|0|1|0|1|0|1|0|2|2|0|0|0|0|0|0||3|1|0|0|1|0|0|0|0|1|0|0|1|0|0|1|1|0|0|1|1|0|0|1|0|0|1|1|0|0|0|1|1|1|0|1|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|0|0|1|0|0|A|A|A|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|2|0|1|0|0|0|0|0|0|0|0|0|0|22/10/2017 0:00:00|
32DPR1703M|1|MATUTINO|PEDRO CORONEL|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|AVENIDA LAS TORRES|0|PÚBLICO|FEDERAL TRANSFERIDO|BÁSICA|PRIMARIA|GENERAL|0|NO APLICA|0|NO APLICA|32FIZ0102J|32FJS0010Z|32ADG0019F|0|I2017|0|1|0|0|0|0|1|0|6|4|24|0|0|0|0|24|0|0||34|4|0|2|6|0|0|2|2|4|0|0|4|0|0|4|4|0|0|4|4|0|0|4|0|0|4|4|0|4|0|0|4|4|0|4|0|0|0|0|0|0|0||0|0|0|0|0|0||0|1|0|0|0|1|0|0|0|0|1|0|0|0|1|0|0|1|0|1|0|1|1|b|b|c|0|0|0|0|0|1|1|0|2|0|0|1|0|0|6|9|0|0|0|1|0|0|6|7|0|0|0|0|0|0|0|0|2|0|0|2|0|0|12|16|0|1|0|0|0|0|0|0|0|0|0|0|26/10/2017 0:00:00|
