CV_CCT|CV_TURNO|TURNO|NOMBRECT|C_NOM_ENT|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|TIPO|NIVEL|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|PERIODO|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V63|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|V133|V134|V135|V136|V137|V138|V139|V140|V141|V142|V143|V144|V145|V146|V147|V148|V149|V150|V151|V152|V153|V154|V155|V156|V157|V158|V159|V160|V161|V162|V163|V164|V165|V166|E167|V168|V169|V170|V171|V172|V173|V174|V175|V176|V177|E178|V179|V180|V181|V182|V183|V184|V185|V186|V187|V188|E189|V190|V191|V192|V193|V194|V195|V196|V197|V198|V199|V200|V201|V202|V203|V204|V205|V206|V207|V208|V209|V210|V211|V212|V213|V214|V215|FECHA_ENTREGA|
32PBT0097H|4|DISCONTINUO|"ACADEMIA COMERCIAL ""DONCELES"""|ZACATECAS|042|SOMBRERETE|0001|SOMBRERETE|CALLE PLAZUELA DONCELES|205|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||3|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19/10/2017 0:00:00|
32PBT0098G|2|VESPERTINO|SUPERIOR TEACHING, CENTRO DE ENSEÑANZA SUPERIOR DEL IDIOMA INGLES|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|CALZADA FRANCISCO GARCIA SALINAS|335|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|3|17|10|29|25|14|4|0|0|1|83|9|27|19|12|4|0|0|1|72|9|27|19|12|4|0|0|1|72|13|51|41|22|5|4|0|0|136|12|39|35|19|4|4|0|0|113|12|39|35|19|4|4|0|0|113|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|7|0|0|1|3|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|1|0|4|7|0|0|1|5|18|0|0|0|11|11|19/10/2017 0:00:00|
32PBT0099F|4|DISCONTINUO|CENTROS DE ESTUDIOS PROFESIONALES QUINSO|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLEJÓN DEL BARRO|105|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|2|13|5|18|4|11|8|2|6|0|54|3|17|2|7|7|2|2|0|40|3|17|2|7|7|2|2|0|40|4|18|26|28|21|9|3|2|111|4|17|19|21|15|5|1|1|83|4|17|19|21|15|5|1|1|83|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|2|0|0|0|2|7|0|0|0|4|4|20/10/2017 0:00:00|
32PBT0100E|4|DISCONTINUO|INSTITUTO TECNICO COMPUTACIONAL|ZACATECAS|054|VILLA HIDALGO|0001|VILLA HIDALGO|CALLE MEXICO COL. CENTRO|3|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|3|10|5|27|14|2|4|0|0|0|52|4|25|14|2|4|0|0|0|49|4|25|14|2|4|0|0|0|49|9|43|23|15|6|2|0|0|98|9|36|21|15|6|2|0|0|89|9|36|21|15|6|2|0|0|89|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|3|2|0|0|1|3|19/10/2017 0:00:00|
32PBT0101D|2|VESPERTINO|CENTRO DE COMPUTACION AVANZADA Y SISTEMAS|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0001|NOCHISTLÁN DE MEJÍA|CALLE JAVIER MINA|29|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16/10/2017 0:00:00|
32PBT0102C|4|DISCONTINUO|INSTITUTO DE BELLEZA JAHYVER'S|ZACATECAS|048|TLALTENANGO DE SÁNCHEZ ROMÁN|0001|TLALTENANGO DE SÁNCHEZ ROMÁN|CALLE PRIMO VERDAD|50|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|2|0|8|16|24|3|1|1|0|53|0|8|16|24|3|1|1|0|53|0|8|16|24|3|1|1|0|53|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|2|1|0|0|1|2|23/10/2017 0:00:00|
32PBT0103B|4|DISCONTINUO|"INSTITUTO DE BELLEZA ""STUUDIO 44"""|ZACATECAS|042|SOMBRERETE|0001|SOMBRERETE|CALLE 5 DE MAYO|190|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|4|5|2|2|1|0|24|0|10|4|4|1|1|0|0|20|0|10|4|4|1|1|0|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|1|0|0|0|1|16/10/2017 0:00:00|
32PBT0105Z|4|DISCONTINUO|CENTRO DE ESTUDIOS TECNICOS COMPUTACIONALES (COMPUTEC)|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|CALLE DR. DELGADILLO|22|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16/10/2017 0:00:00|
32PBT0107Y|4|DISCONTINUO|INSTITUTO EN COMPUTACION EMPRESARIAL DE NOCHISTLAN|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0001|NOCHISTLÁN DE MEJÍA|CALLE LIC. JOSE MINERO RUQUE|26|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||1|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19/10/2017 0:00:00|
32PBT0108X|2|VESPERTINO|ACADEMIA DE BELLEZA LIDIA|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ARROYO DE LA PLATA|243|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|5|0|0|0|1|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|20|19|10|4|0|0|0|53|0|8|6|5|3|0|0|0|22|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|0|1|4|3|0|0|0|3|11/10/2017 0:00:00|
32PBT0109W|4|DISCONTINUO|INSTITUTO DE COMPUTACION EMPRESARIAL DE NOCHISTLAN (INGLES)|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0001|NOCHISTLÁN DE MEJÍA|CALLE LIC. JOSE MINERO RUQUE|26|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||1|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19/10/2017 0:00:00|
32PBT0112J|4|DISCONTINUO|HEADSTART|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|AVENIDA HIDALGO|324|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16/10/2017 0:00:00|
32PBT0113I|4|DISCONTINUO|CENTROS DE ESTUDIOS PROFESIONALES QUINSO|ZACATECAS|039|RÍO GRANDE|0001|RÍO GRANDE|CALLE PANUCO|1|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|2|2|8|0|0|0|1|0|0|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|1|4|0|0|0|1|1|20/10/2017 0:00:00|
32PBT0115G|2|VESPERTINO|INSTITUTO DE BELLEZA CASJIM|ZACATECAS|048|TLALTENANGO DE SÁNCHEZ ROMÁN|0001|TLALTENANGO DE SÁNCHEZ ROMÁN|CALLE FRANCISCO GARCIA COLONIA CENTRO|34|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|10|22|3|1|0|0|44|0|7|8|19|3|1|0|0|38|0|7|8|19|3|1|0|0|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|3|0|0|0|0|4|3|0|0|0|3|11/10/2017 0:00:00|
32PBT0116F|4|DISCONTINUO|INSTITUTO TECNICO DE ESTUDIOS COMPUTACIONALES|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE FRANCISCO VILLA|101|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16/10/2017 0:00:00|
32PBT0117E|2|VESPERTINO|WASHINGTON INSTITUTE|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|BOULEVARD GARCIA SALINAS|10|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20/10/2017 0:00:00|
32PBT0117E|1|MATUTINO|WASHINGTON INSTITUTE|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|BOULEVARD GARCIA SALINAS|10|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|4|4|9|16|17|4|4|1|1|0|52|9|16|17|4|4|1|1|0|52|9|16|17|4|4|1|1|0|52|9|21|29|10|5|4|1|0|79|9|21|29|10|5|4|1|0|79|9|21|29|10|5|4|1|0|79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Teacher's Training|0|0|0|0|1|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|2|0|0|0|1|6|0|0|0|4|4|19/10/2017 0:00:00|
32PBT0119C|4|DISCONTINUO|INSTITUTO LINGÜISTICO JAMBTSA, WORLD OF COMUNICATIONS, A.C.|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE OLMOS|4|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|3|3|1|2|1|0|2|0|1|0|7|1|2|1|0|2|0|1|0|7|1|2|1|0|2|0|1|0|7|1|3|2|0|1|0|1|0|8|1|3|2|0|1|0|1|0|8|1|3|2|0|1|0|1|0|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|2|0|0|0|2|2|20/10/2017 0:00:00|
32PBT0123P|1|MATUTINO|EL REHILETE COMPUTACION S.C.|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE BELISARIO DOMINGUEZ|313|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||7|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17/10/2017 0:00:00|
32PBT0124O|4|DISCONTINUO|INSTITUTO DE BELLEZA DALILA|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE MANUEL M PONCE ZONA CENTRO|104|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||3|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20/10/2017 0:00:00|
